id,title,cast,release_year,duration_int,duration_type
ds1409,winnie the pooh,"john cleese, jim cummings, bud luckey, craig ferguson, jack boulter, travis oates",2011,68.0,min
ds1410,winnie the pooh: a very merry pooh year,"jim cummings, peter cullen, john fiedler, michael gough, william green, nikita hopkins",2002,67.0,min
ds1411,winnie the pooh: springtime with roo,"jim cummings, ken sansom, jimmy bennett, david stiers, kath soucie, john fiedler",2004,70.0,min
ds1412,winter storage,,1949,7.0,min
ds1413,wizards of waverly place,"selena gomez, david henrie, jake austin, jennifer stone, maria canals-barrera, david deluise",2007,4.0,season
ds1414,wizards of waverly place: the movie,"selena gomez, david henrie, jake t. austin, jennifer stone, maria canals-barrera, david deluise",2009,94.0,min
ds1415,wolverine and the x-men,"steve blum, chris edgerly, jennifer hale, michael ironside, danielle judovits, aj buckley",2008,1.0,season
ds1416,world's greatest dogs,mike secher,2015,44.0,min
ds1417,wreck-it ralph,"john reilly, sarah silverman, jack mcbrayer, jane lynch, alan tudyk, mindy kaling",2012,103.0,min
ds1418,x-men: evolution,"noel fisher, vincent gale, christopher judge, david kaye, scott mcneil, meghan black",2000,4.0,season
ds1419,ye olden days,,1933,9.0,min
ds1420,yellowstone cubs,rex allen,1963,48.0,min
ds1421,you lucky dog,"kirk cameron, chelsea noble, john de lancie, christine healy, granville van dusen, christine cavanaugh",1998,88.0,min
ds1422,you wish!,"a.j. trauth, spencer breslin, lalaine , sally stockwell, peter feeney, tim reid",2003,88.0,min
ds1423,your friend the rat,"patton oswalt, peter sohn, lou romano, tony russell, sigmund vik, jim capobianco",2007,13.0,min
ds1424,z-o-m-b-i-e-s,"milo manheim, meg donnelly, trevor tordjman, kylee russell, carla jeffery, kingston foster",2018,97.0,min
ds1425,zapped,"zendaya , chanelle peloso, spencer boldman, emilia mccarthy, adam dimarco, william ainscough",2014,95.0,min
ds1426,zenon: girl of the 21st century,"kirsten storms, raven-symoné , stuart pankin, holly fulger, frederick coffin, bob bancroft",1999,97.0,min
ds1427,zenon: the zequel,"kirsten storms, lauren maltby, phillip rhys, holly fulger, stuart pankin, robert curtis brown",2001,89.0,min
ds1428,zenon: z3,"kirsten storms, lauren maltby, alyson morgan, stuart pankin, holly fulger, ben easter",2004,81.0,min
ds1429,zootopia,"ginnifer goodwin, jason bateman, idris elba, jenny slate, nate torrence, bonnie hunt",2016,109.0,min
ds1430,bedknobs and broomsticks,"angela lansbury, david tomlinson, roddy mcdowall, sam jaffe, john ericson, bruce forsyth",1971,118.0,min
ds1431,blackbeard's ghost,"peter ustinov, dean jones, suzanne pleshette, elsa lanchester, joby baker, elliott reid",1968,107.0,min
ds1432,brave little tailor,"walt disney, marcelite garner, eddie holden",1938,9.0,min
ds1433,justin morgan had a horse,"don murray, lana wood, r.g. armstrong, gary crosby, john smith, e.w. firestone",1972,88.0,min
ds1434,lady and the tramp ii: scamp's adventure,"scott wolf, alyssa milano, chazz palminteri, jeff bennett, jodi benson, bill fagerbakke",2001,73.0,min
ds1435,smart guy,"tahj mowry, john jones, jason weaver, essence atkins",1996,3.0,season
ds1436,the cat from outer space,"ken berry, sandy duncan, harry morgan, roddy mcdowall, mclean stevenson, jesse white",1978,104.0,min
ds1437,the great mouse detective,"vincent price, barrie ingham, val bettin, susanne pollatschek, candy candido, diana chesney",1986,75.0,min
ds1438,the sword in the stone,"sebastian cabot, karl swenson, rickie sorensen, junius matthews, ginny tyler, martha wentworth",1963,80.0,min
ds1439,those calloways,"brian keith, vera miles, brandon de wilde, walter brennan, ed wynn, linda evans",1965,132.0,min
ds1440,disney kirby buckets,"jacob bertrand, mekai curtis, cade sutton, olivia stuck, tiffany espensen",2014,3.0,season
ds1441,disney mech-x4,"nathaniel potvin, raymond cham, kamran lucas, pearce joza",2016,2.0,season
ds1442,imagination movers,"rich collins, dave poche, scott durbin, scott smith, wendy calio, kevin carlson",2008,3.0,season
ds1443,tomorrowland,"george clooney, hugh laurie, britt robertson, raffey cassidy, tim mcgraw, kathryn hahn",2015,131.0,min
ds1444,aquamarine,"jake mcdorman, arielle kebbel, claudia karvan, bruce spence, tammin sursok, roy billing",2006,104.0,min
ds1445,ice age: dawn of the dinosaurs,"ray romano, john leguizamo, denis leary, simon pegg, seann william scott, josh peck",2009,97.0,min
ds1446,x-men origins: wolverine,"hugh jackman, liev schreiber, danny huston, will.i.am , lynn collins, kevin durand",2009,108.0,min
ds1447,night at the museum: battle of the smithsonian,"ben stiller, amy adams, owen wilson, hank azaria, christopher guest, alain chabat",2009,106.0,min
ds1448,eddie the eagle,"tom costello, jo hartley, keith allen, dickon tolson, jack costello, taron egerton",2016,107.0,min
ds1449,bend it like beckham,"parminder nagra, keira knightley, jonathan rhys-meyers, anupam kher, archie panjabi, shaznay lewis",2003,112.0,min
ds1450,captain sparky vs. the flying saucers,charlie tahan,2012,2.0,min
